action,video_filename,frame_idx,timestamp_sec,width,height,fps,total_frames,duration_sec,luminance_mean,luminance_std,motion_mad
voltear,8voltear.mp4,42,1.4,1920,1080,30.0,58,1.9333333333333333,42.913627989969136,71.81467313865922,1.198798225308642
voltear,8voltear.mp4,43,1.4333333333333333,1920,1080,30.0,58,1.9333333333333333,42.871870177469134,71.76720607531408,1.365093074845679
voltear,8voltear.mp4,44,1.4666666666666666,1920,1080,30.0,58,1.9333333333333333,42.82479456018518,71.69509476279494,1.3645987654320988
voltear,8voltear.mp4,45,1.5,1920,1080,30.0,58,1.9333333333333333,42.785262345679016,71.63208842157556,1.279718364197531
voltear,8voltear.mp4,46,1.5333333333333334,1920,1080,30.0,58,1.9333333333333333,42.73078896604938,71.55892204486598,1.1848148148148148
voltear,8voltear.mp4,47,1.5666666666666667,1920,1080,30.0,58,1.9333333333333333,42.68279320987654,71.50094823163951,1.0548591820987654
voltear,8voltear.mp4,48,1.6,1920,1080,30.0,58,1.9333333333333333,42.680792824074075,71.5217572985994,0.8119695216049383
voltear,8voltear.mp4,49,1.6333333333333333,1920,1080,30.0,58,1.9333333333333333,42.66123649691358,71.51456404440862,0.6709722222222222
voltear,8voltear.mp4,50,1.6666666666666667,1920,1080,30.0,58,1.9333333333333333,42.65015046296296,71.50960579020537,0.7267689043209876
voltear,8voltear.mp4,51,1.7,1920,1080,30.0,58,1.9333333333333333,42.66127893518519,71.51970156606427,0.5792476851851852
voltear,8voltear.mp4,52,1.7333333333333334,1920,1080,30.0,58,1.9333333333333333,42.700228105709876,71.55980372802199,0.6014385609567902
voltear,8voltear.mp4,53,1.7666666666666666,1920,1080,30.0,58,1.9333333333333333,42.76959008487654,71.62228380893147,0.9893166473765432
voltear,8voltear.mp4,54,1.8,1920,1080,30.0,58,1.9333333333333333,42.82160976080247,71.66425245471576,0.6986130401234568
voltear,8voltear.mp4,55,1.8333333333333333,1920,1080,30.0,58,1.9333333333333333,42.896766975308644,71.71908453123316,0.748407600308642
voltear,8voltear.mp4,56,1.8666666666666667,1920,1080,30.0,58,1.9333333333333333,42.97524305555555,71.77817295386704,0.7976880787037037
voltear,8voltear.mp4,57,1.9,1920,1080,30.0,58,1.9333333333333333,43.04713879243827,71.84098313830076,0.8259813850308642
voltear,9voltear2.mp4,0,0.0,1920,1080,30.0,42,1.4,46.43691261574074,74.08000915289539,
voltear,9voltear2.mp4,1,0.03333333333333333,1920,1080,30.0,42,1.4,46.40684268904321,74.02820005452409,0.41497444058641975
voltear,9voltear2.mp4,2,0.06666666666666667,1920,1080,30.0,42,1.4,46.43760850694444,74.06043257161754,0.2623755787037037
voltear,9voltear2.mp4,3,0.1,1920,1080,30.0,42,1.4,46.470489969135805,74.09762878748643,0.22222077546296296
voltear,9voltear2.mp4,4,0.13333333333333333,1920,1080,30.0,42,1.4,46.51483844521605,74.14653868649455,0.20633921682098766
voltear,9voltear2.mp4,5,0.16666666666666666,1920,1080,30.0,42,1.4,46.567205825617286,74.1994107400575,0.2100024112654321
voltear,9voltear2.mp4,6,0.2,1920,1080,30.0,42,1.4,46.62471305941358,74.25904118693643,0.21603925540123456
voltear,9voltear2.mp4,7,0.23333333333333334,1920,1080,30.0,42,1.4,46.68109760802469,74.31626637985073,0.23239342206790123
voltear,9voltear2.mp4,8,0.26666666666666666,1920,1080,30.0,42,1.4,46.74277536651235,74.37814392627526,0.22934172453703705
voltear,9voltear2.mp4,9,0.3,1920,1080,30.0,42,1.4,46.81557291666667,74.44887650027016,0.22623601466049384
voltear,9voltear2.mp4,10,0.3333333333333333,1920,1080,30.0,42,1.4,46.885622106481485,74.51227558099173,0.23621141975308643
voltear,9voltear2.mp4,11,0.36666666666666664,1920,1080,30.0,42,1.4,46.960283564814816,74.58102591581658,0.26050636574074076
voltear,9voltear2.mp4,12,0.4,1920,1080,30.0,42,1.4,47.045831404320985,74.67550280847415,0.24807966820987654
voltear,9voltear2.mp4,13,0.43333333333333335,1920,1080,30.0,42,1.4,47.08337143132716,74.70279715701247,0.27173177083333333
voltear,9voltear2.mp4,14,0.4666666666666667,1920,1080,30.0,42,1.4,47.13493200231481,74.75754959791581,0.2511651234567901
voltear,9voltear2.mp4,15,0.5,1920,1080,30.0,42,1.4,47.170738329475306,74.78951669601987,0.23975405092592592
voltear,9voltear2.mp4,16,0.5333333333333333,1920,1080,30.0,42,1.4,47.19756413966049,74.81639167263437,0.2409278549382716
voltear,9voltear2.mp4,17,0.5666666666666667,1920,1080,30.0,42,1.4,47.19322868441358,74.80543576290319,0.24490547839506172
voltear,9voltear2.mp4,18,0.6,1920,1080,30.0,42,1.4,47.182303240740744,74.78565030802676,0.24361255787037037
voltear,9voltear2.mp4,19,0.6333333333333333,1920,1080,30.0,42,1.4,47.1526953125,74.74276996121867,0.25265480324074074
voltear,9voltear2.mp4,20,0.6666666666666666,1920,1080,30.0,42,1.4,47.11465326003086,74.6919512812987,0.24334683641975308
voltear,9voltear2.mp4,21,0.7,1920,1080,30.0,42,1.4,47.06213252314815,74.62378423077644,0.2697902199074074
voltear,9voltear2.mp4,22,0.7333333333333333,1920,1080,30.0,42,1.4,47.0096484375,74.56008151276949,0.2547526041666667
voltear,9voltear2.mp4,23,0.7666666666666667,1920,1080,30.0,42,1.4,46.94809558256173,74.48919628331187,0.25389756944444447
voltear,9voltear2.mp4,24,0.8,1920,1080,30.0,42,1.4,46.88539255401235,74.41764659915744,0.24604118441358025
voltear,9voltear2.mp4,25,0.8333333333333334,1920,1080,30.0,42,1.4,46.815928819444444,74.33637884798429,0.24767939814814816
voltear,9voltear2.mp4,26,0.8666666666666667,1920,1080,30.0,42,1.4,46.74565875771605,74.25189411631986,0.2528317901234568
voltear,9voltear2.mp4,27,0.9,1920,1080,30.0,42,1.4,46.67526716820988,74.16730181386373,0.2619579475308642
voltear,9voltear2.mp4,28,0.9333333333333333,1920,1080,30.0,42,1.4,46.6184196566358,74.10022850515645,0.2480126350308642
voltear,9voltear2.mp4,29,0.9666666666666667,1920,1080,30.0,42,1.4,46.56502797067901,74.03578159090785,0.2425679976851852
voltear,9voltear2.mp4,30,1.0,1920,1080,30.0,42,1.4,46.51047260802469,73.96889639152415,0.2600819830246914
voltear,9voltear2.mp4,31,1.0333333333333334,1920,1080,30.0,42,1.4,46.42078414351852,73.86020232691259,0.4375983796296296
voltear,9voltear2.mp4,32,1.0666666666666667,1920,1080,30.0,42,1.4,46.40999565972222,73.85071065615652,0.23189766589506172
voltear,9voltear2.mp4,33,1.1,1920,1080,30.0,42,1.4,46.39590663580247,73.83374536678933,0.2283203125
voltear,9voltear2.mp4,34,1.1333333333333333,1920,1080,30.0,42,1.4,46.38276234567901,73.81445227533297,0.22975887345679014
voltear,9voltear2.mp4,35,1.1666666666666667,1920,1080,30.0,42,1.4,46.3722405478395,73.7983148842847,0.2504668209876543
voltear,9voltear2.mp4,36,1.2,1920,1080,30.0,42,1.4,46.36514322916667,73.78799706715328,0.24044994212962964
voltear,9voltear2.mp4,37,1.2333333333333334,1920,1080,30.0,42,1.4,46.36109809027778,73.78469261600597,0.26133584104938273
voltear,9voltear2.mp4,38,1.2666666666666666,1920,1080,30.0,42,1.4,46.35609857253086,73.78154452202189,0.27185715663580245
voltear,9voltear2.mp4,39,1.3,1920,1080,30.0,42,1.4,46.350027970679015,73.78230628527874,0.2865914351851852
voltear,9voltear2.mp4,40,1.3333333333333333,1920,1080,30.0,42,1.4,46.341126543209874,73.77688750799064,0.25752797067901234
voltear,9voltear2.mp4,41,1.3666666666666667,1920,1080,30.0,42,1.4,46.34283275462963,73.78294783775097,0.24155574845679012
voltear,16voltear.mp4,0,0.0,1920,1080,30.0,42,1.4,42.078936631944444,70.08347664807621,
voltear,16voltear.mp4,1,0.03333333333333333,1920,1080,30.0,42,1.4,42.109941647376544,70.12678116429254,0.4302440200617284
voltear,16voltear.mp4,2,0.06666666666666667,1920,1080,30.0,42,1.4,42.1411752507716,70.17264116109004,0.4512837577160494
voltear,16voltear.mp4,3,0.1,1920,1080,30.0,42,1.4,42.19188994984568,70.24025467246801,0.4210223765432099
voltear,16voltear.mp4,4,0.13333333333333333,1920,1080,30.0,42,1.4,42.25081114969136,70.31013158437591,0.43743007330246914
voltear,16voltear.mp4,5,0.16666666666666666,1920,1080,30.0,42,1.4,42.312444540895065,70.37943944888715,0.4739646026234568
voltear,16voltear.mp4,6,0.2,1920,1080,30.0,42,1.4,42.3772159529321,70.45100488836158,0.5414708719135802
voltear,16voltear.mp4,7,0.23333333333333334,1920,1080,30.0,42,1.4,42.45092399691358,70.53493064354753,0.6076972415123457
voltear,16voltear.mp4,8,0.26666666666666666,1920,1080,30.0,42,1.4,42.54916232638889,70.63373938145301,0.6563440393518518
voltear,16voltear.mp4,9,0.3,1920,1080,30.0,42,1.4,42.60963493441358,70.65119246804305,0.9639766589506172
voltear,16voltear.mp4,10,0.3333333333333333,1920,1080,30.0,42,1.4,42.77312644675926,70.82301846693741,0.656508487654321
voltear,16voltear.mp4,11,0.36666666666666664,1920,1080,30.0,42,1.4,42.94885802469136,70.99894951084433,0.6699686535493827
voltear,16voltear.mp4,12,0.4,1920,1080,30.0,42,1.4,43.14788869598765,71.19173643269579,0.6893827160493827
voltear,16voltear.mp4,13,0.43333333333333335,1920,1080,30.0,42,1.4,43.33696903935185,71.36746985203972,0.696889949845679
voltear,16voltear.mp4,14,0.4666666666666667,1920,1080,30.0,42,1.4,43.536406732253084,71.54309858689406,0.6926080246913581
voltear,16voltear.mp4,15,0.5,1920,1080,30.0,42,1.4,43.70660108024691,71.69007326787018,0.6535836226851852
voltear,16voltear.mp4,16,0.5333333333333333,1920,1080,30.0,42,1.4,43.85194830246913,71.81919731301373,0.6195659722222222
voltear,16voltear.mp4,17,0.5666666666666667,1920,1080,30.0,42,1.4,43.97406491126543,71.9372085266056,0.5735759066358025
voltear,16voltear.mp4,18,0.6,1920,1080,30.0,42,1.4,44.06771894290124,72.0367331868024,0.5395982831790124
voltear,16voltear.mp4,19,0.6333333333333333,1920,1080,30.0,42,1.4,44.102790316358025,72.07000324540604,0.4942496141975309
voltear,16voltear.mp4,20,0.6666666666666666,1920,1080,30.0,42,1.4,44.12887924382716,72.10023655710938,0.44081018518518517
voltear,16voltear.mp4,21,0.7,1920,1080,30.0,42,1.4,44.09291329089506,72.03337660173497,0.47315538194444445
voltear,16voltear.mp4,22,0.7333333333333333,1920,1080,30.0,42,1.4,44.12997202932099,72.08382883325727,0.39385850694444446
voltear,16voltear.mp4,23,0.7666666666666667,1920,1080,30.0,42,1.4,44.139538966049386,72.10164260044643,0.44785976080246914
voltear,16voltear.mp4,24,0.8,1920,1080,30.0,42,1.4,44.11614101080247,72.09058415202229,0.5191927083333333
voltear,16voltear.mp4,25,0.8333333333333334,1920,1080,30.0,42,1.4,44.07606819058642,72.04614303799484,0.6083511766975309
voltear,16voltear.mp4,26,0.8666666666666667,1920,1080,30.0,42,1.4,44.00028886959876,71.97255051072716,0.6197482638888889
voltear,16voltear.mp4,27,0.9,1920,1080,30.0,42,1.4,43.846303047839505,71.81786472328469,0.6978727816358025
voltear,16voltear.mp4,28,0.9333333333333333,1920,1080,30.0,42,1.4,43.68051601080247,71.66424343720259,0.6976437114197531
voltear,16voltear.mp4,29,0.9666666666666667,1920,1080,30.0,42,1.4,43.506661844135806,71.49822446364085,0.6882870370370371
voltear,16voltear.mp4,30,1.0,1920,1080,30.0,42,1.4,43.35775125385803,71.33265106583181,0.6793282214506173
voltear,16voltear.mp4,31,1.0333333333333334,1920,1080,30.0,42,1.4,43.25734953703704,71.21422018281636,0.6776384066358024
voltear,16voltear.mp4,32,1.0666666666666667,1920,1080,30.0,42,1.4,43.18065441743827,71.11977504916588,0.6766681134259259
voltear,16voltear.mp4,33,1.1,1920,1080,30.0,42,1.4,43.130669849537036,71.05415163010686,0.6543942901234568
voltear,16voltear.mp4,34,1.1333333333333333,1920,1080,30.0,42,1.4,43.0958984375,71.01370298288043,0.6365393518518518
voltear,16voltear.mp4,35,1.1666666666666667,1920,1080,30.0,42,1.4,43.076516203703704,70.98938236239947,0.638380111882716
voltear,16voltear.mp4,36,1.2,1920,1080,30.0,42,1.4,43.055596064814814,70.9639254522862,0.6002681327160494
voltear,16voltear.mp4,37,1.2333333333333334,1920,1080,30.0,42,1.4,43.03239920910494,70.93778552154677,0.5771889467592592
voltear,16voltear.mp4,38,1.2666666666666666,1920,1080,30.0,42,1.4,43.010051118827164,70.91328087851352,0.5516854745370371
voltear,16voltear.mp4,39,1.3,1920,1080,30.0,42,1.4,42.84205343364197,70.79132872761365,0.8990403163580247
voltear,16voltear.mp4,40,1.3333333333333333,1920,1080,30.0,42,1.4,42.84467351466049,70.7882169658358,0.5247207754629629
voltear,16voltear.mp4,41,1.3666666666666667,1920,1080,30.0,42,1.4,42.83165605709876,70.78027291259036,0.5411559606481482
voltear,18voltear2.mp4,0,0.0,1920,1080,30.0,35,1.1666666666666667,43.743002025462964,71.74746018497112,
voltear,18voltear2.mp4,1,0.03333333333333333,1920,1080,30.0,35,1.1666666666666667,43.7904084683642,71.78586275144531,0.25665123456790123
voltear,18voltear2.mp4,2,0.06666666666666667,1920,1080,30.0,35,1.1666666666666667,43.834650848765435,71.8085159470179,0.2544487847222222
voltear,18voltear2.mp4,3,0.1,1920,1080,30.0,35,1.1666666666666667,43.87314911265432,71.82335353718658,0.2564168595679012
voltear,18voltear2.mp4,4,0.13333333333333333,1920,1080,30.0,35,1.1666666666666667,43.91352189429012,71.84019494671801,0.27232108410493827
voltear,18voltear2.mp4,5,0.16666666666666666,1920,1080,30.0,35,1.1666666666666667,43.96087577160494,71.86669268259296,0.27757474922839503
voltear,18voltear2.mp4,6,0.2,1920,1080,30.0,35,1.1666666666666667,44.019782503858025,71.90829247566631,0.2753737461419753
voltear,18voltear2.mp4,7,0.23333333333333334,1920,1080,30.0,35,1.1666666666666667,44.08248505015432,71.95387147547979,0.30820119598765433
voltear,18voltear2.mp4,8,0.26666666666666666,1920,1080,30.0,35,1.1666666666666667,44.147772955246914,72.00848518217043,0.3229046103395062
voltear,18voltear2.mp4,9,0.3,1920,1080,30.0,35,1.1666666666666667,44.2137215470679,72.06172139548653,0.3423779899691358
voltear,18voltear2.mp4,10,0.3333333333333333,1920,1080,30.0,35,1.1666666666666667,44.28810040509259,72.12090530391609,0.31225983796296297
voltear,18voltear2.mp4,11,0.36666666666666664,1920,1080,30.0,35,1.1666666666666667,44.343241222993825,72.13632668157018,0.3564419367283951
voltear,18voltear2.mp4,12,0.4,1920,1080,30.0,35,1.1666666666666667,44.428691647376546,72.21061824511038,0.2953809799382716
voltear,18voltear2.mp4,13,0.43333333333333335,1920,1080,30.0,35,1.1666666666666667,44.473823302469135,72.23473404953073,0.32491367669753085
voltear,18voltear2.mp4,14,0.4666666666666667,1920,1080,30.0,35,1.1666666666666667,44.518906732253086,72.27906486639031,0.2653978587962963
voltear,18voltear2.mp4,15,0.5,1920,1080,30.0,35,1.1666666666666667,44.52648148148148,72.2897503143138,0.24831356095679014
voltear,18voltear2.mp4,16,0.5333333333333333,1920,1080,30.0,35,1.1666666666666667,44.473975212191355,72.20248659827658,0.29193431712962964
voltear,18voltear2.mp4,17,0.5666666666666667,1920,1080,30.0,35,1.1666666666666667,44.46184076003087,72.19078402480633,0.23292920524691357
voltear,18voltear2.mp4,18,0.6,1920,1080,30.0,35,1.1666666666666667,44.41678674768519,72.14613840118393,0.24071469907407408
voltear,18voltear2.mp4,19,0.6333333333333333,1920,1080,30.0,35,1.1666666666666667,44.34648678626543,72.07481222015974,0.2498881172839506
